#log[T] redshift massfrac  log[nh] ne/nh     mu    tcool     Lambdanet   ionf[ 1]   ionf[ 2]   ionf[ 3]   ionf[ 4]   ionf[ 5]   ionf[ 6]   ionf[ 7]   
 6.06   0.00     2.067e-03 -4.000  1.207e+00 0.618 1.162e+09 -1.485e-22  0.000e+00  0.000e+00  6.995e-08  1.560e-04  1.832e-01  5.053e-01  3.114e-01 
 6.05   0.00     2.067e-03 -4.000  1.207e+00 0.618 1.125e+09 -1.499e-22  0.000e+00  0.000e+00  8.087e-08  1.726e-04  2.028e-01  5.174e-01  2.796e-01 
 6.04   0.00     2.067e-03 -4.000  1.207e+00 0.618 1.089e+09 -1.513e-22  0.000e+00  0.000e+00  9.316e-08  1.901e-04  2.239e-01  5.269e-01  2.490e-01 
 6.03   0.00     2.067e-03 -4.000  1.207e+00 0.618 1.055e+09 -1.527e-22  0.000e+00  0.000e+00  1.079e-07  2.107e-04  2.485e-01  5.339e-01  2.173e-01 
 6.02   0.00     2.067e-03 -4.000  1.207e+00 0.618 1.022e+09 -1.540e-22  0.000e+00  0.000e+00  1.256e-07  2.349e-04  2.776e-01  5.374e-01  1.848e-01 
 6.01   0.00     2.067e-03 -4.000  1.207e+00 0.618 9.928e+08 -1.549e-22  0.000e+00  0.000e+00  1.429e-07  2.555e-04  3.025e-01  5.368e-01  1.604e-01 
 6.00   0.00     2.067e-03 -4.000  1.206e+00 0.618 9.660e+08 -1.556e-22  0.000e+00  0.000e+00  1.622e-07  2.769e-04  3.286e-01  5.331e-01  1.380e-01 
 5.99   0.00     2.067e-03 -4.000  1.206e+00 0.618 9.403e+08 -1.562e-22  0.000e+00  0.000e+00  1.848e-07  3.014e-04  3.585e-01  5.254e-01  1.158e-01 
 5.98   0.00     2.067e-03 -4.000  1.206e+00 0.618 9.160e+08 -1.567e-22  0.000e+00  0.000e+00  2.115e-07  3.298e-04  3.933e-01  5.124e-01  9.393e-02 
 5.97   0.00     2.067e-03 -4.000  1.206e+00 0.618 8.950e+08 -1.567e-22  0.000e+00  0.000e+00  2.375e-07  3.531e-04  4.219e-01  4.990e-01  7.873e-02 
 5.96   0.00     2.067e-03 -4.000  1.206e+00 0.618 8.754e+08 -1.565e-22  0.000e+00  0.000e+00  2.660e-07  3.771e-04  4.515e-01  4.828e-01  6.533e-02 
 5.95   0.00     2.067e-03 -4.000  1.206e+00 0.618 8.568e+08 -1.563e-22  0.000e+00  0.000e+00  2.990e-07  4.042e-04  4.849e-01  4.621e-01  5.253e-02 
 5.94   0.00     2.067e-03 -4.000  1.206e+00 0.618 8.389e+08 -1.561e-22  0.000e+00  0.000e+00  3.372e-07  4.350e-04  5.230e-01  4.360e-01  4.052e-02 
 5.93   0.00     2.067e-03 -4.000  1.206e+00 0.618 8.229e+08 -1.554e-22  0.000e+00  0.000e+00  3.745e-07  4.598e-04  5.531e-01  4.137e-01  3.276e-02 
 5.92   0.00     2.067e-03 -4.000  1.206e+00 0.618 8.074e+08 -1.548e-22  0.000e+00  0.000e+00  4.152e-07  4.850e-04  5.837e-01  3.896e-01  2.618e-02 
 5.91   0.00     2.067e-03 -4.000  1.206e+00 0.618 7.918e+08 -1.543e-22  0.000e+00  0.000e+00  4.614e-07  5.131e-04  6.177e-01  3.618e-01  2.012e-02 
 5.90   0.00     2.067e-03 -4.000  1.206e+00 0.618 7.758e+08 -1.538e-22  0.000e+00  1.052e-10  5.140e-07  5.444e-04  6.555e-01  3.293e-01  1.466e-02 
 5.89   0.00     2.067e-03 -4.000  1.206e+00 0.618 7.606e+08 -1.534e-22  0.000e+00  1.208e-10  5.660e-07  5.694e-04  6.837e-01  3.042e-01  1.144e-02 
 5.88   0.00     2.067e-03 -4.000  1.206e+00 0.618 7.447e+08 -1.530e-22  0.000e+00  1.385e-10  6.225e-07  5.948e-04  7.120e-01  2.787e-01  8.788e-03 
 5.87   0.00     2.067e-03 -4.000  1.206e+00 0.618 7.276e+08 -1.531e-22  0.000e+00  1.590e-10  6.856e-07  6.225e-04  7.425e-01  2.505e-01  6.435e-03 
 5.86   0.00     2.067e-03 -4.000  1.206e+00 0.618 7.088e+08 -1.536e-22  0.000e+00  1.826e-10  7.564e-07  6.528e-04  7.757e-01  2.192e-01  4.399e-03 
 5.85   0.00     2.067e-03 -4.000  1.206e+00 0.618 6.904e+08 -1.541e-22  0.000e+00  2.088e-10  8.281e-07  6.774e-04  7.987e-01  1.974e-01  3.316e-03 
 5.84   0.00     2.067e-03 -4.000  1.206e+00 0.618 6.707e+08 -1.550e-22  0.000e+00  2.384e-10  9.061e-07  7.027e-04  8.212e-01  1.757e-01  2.446e-03 
 5.83   0.00     2.067e-03 -4.000  1.206e+00 0.618 6.492e+08 -1.565e-22  0.000e+00  2.724e-10  9.925e-07  7.298e-04  8.449e-01  1.528e-01  1.701e-03 
 5.82   0.00     2.067e-03 -4.000  1.206e+00 0.618 6.256e+08 -1.587e-22  0.000e+00  3.112e-10  1.088e-06  7.590e-04  8.700e-01  1.282e-01  1.082e-03 
 5.81   0.00     2.067e-03 -4.000  1.206e+00 0.618 6.038e+08 -1.606e-22  0.000e+00  3.555e-10  1.189e-06  7.847e-04  8.856e-01  1.128e-01  7.918e-04 
 5.80   0.00     2.067e-03 -4.000  1.206e+00 0.618 5.814e+08 -1.631e-22  0.000e+00  4.060e-10  1.300e-06  8.116e-04  9.009e-01  9.773e-02  5.615e-04 
 5.79   0.00     2.067e-03 -4.000  1.206e+00 0.618 5.580e+08 -1.660e-22  0.000e+00  4.638e-10  1.422e-06  8.404e-04  9.165e-01  8.228e-02  3.710e-04 
 5.78   0.00     2.067e-03 -4.000  1.206e+00 0.618 5.340e+08 -1.695e-22  0.000e+00  5.299e-10  1.557e-06  8.712e-04  9.326e-01  6.632e-02  2.195e-04 
 5.77   0.00     2.067e-03 -4.000  1.206e+00 0.618 5.139e+08 -1.721e-22  0.000e+00  6.076e-10  1.708e-06  9.017e-04  9.418e-01  5.715e-02  1.559e-04 
 5.76   0.00     2.067e-03 -4.000  1.206e+00 0.618 4.945e+08 -1.749e-22  0.000e+00  6.972e-10  1.874e-06  9.343e-04  9.506e-01  4.834e-02  1.065e-04 
 5.75   0.00     2.067e-03 -4.000  1.206e+00 0.618 4.753e+08 -1.777e-22  0.000e+00  8.005e-10  2.060e-06  9.693e-04  9.594e-01  3.951e-02  6.687e-05 
 5.74   0.00     2.067e-03 -4.000  1.206e+00 0.618 4.571e+08 -1.806e-22  0.000e+00  9.199e-10  2.265e-06  1.007e-03  9.683e-01  3.073e-02  3.700e-05 
 5.73   0.00     2.067e-03 -4.000  1.206e+00 0.618 4.422e+08 -1.824e-22  0.000e+00  1.063e-09  2.502e-06  1.048e-03  9.730e-01  2.596e-02  2.543e-05 
 5.72   0.00     2.067e-03 -4.000  1.206e+00 0.618 4.282e+08 -1.841e-22  0.000e+00  1.231e-09  2.767e-06  1.091e-03  9.774e-01  2.149e-02  1.675e-05 
 5.71   0.00     2.067e-03 -4.000  1.206e+00 0.618 4.148e+08 -1.858e-22  0.000e+00  1.426e-09  3.066e-06  1.139e-03  9.817e-01  1.709e-02  1.000e-05 
 5.70   0.00     2.067e-03 -4.000  1.206e+00 0.618 4.020e+08 -1.873e-22  0.000e+00  1.655e-09  3.402e-06  1.191e-03  9.859e-01  1.286e-02  5.173e-06 
 5.69   0.00     2.067e-03 -4.000  1.206e+00 0.618 3.913e+08 -1.881e-22  0.000e+00  1.933e-09  3.792e-06  1.248e-03  9.881e-01  1.066e-02  3.439e-06 
 5.68   0.00     2.067e-03 -4.000  1.206e+00 0.618 3.809e+08 -1.887e-22  0.000e+00  2.261e-09  4.236e-06  1.310e-03  9.901e-01  8.664e-03  2.188e-06 
 5.67   0.00     2.067e-03 -4.000  1.206e+00 0.618 3.706e+08 -1.896e-22  0.000e+00  2.650e-09  4.741e-06  1.379e-03  9.919e-01  6.715e-03  1.241e-06 
 5.66   0.00     2.067e-03 -4.000  1.206e+00 0.618 3.603e+08 -1.906e-22  0.000e+00  3.114e-09  5.320e-06  1.453e-03  9.936e-01  4.885e-03  5.967e-07 
 5.65   0.00     2.067e-03 -4.000  1.206e+00 0.618 3.509e+08 -1.912e-22  0.000e+00  3.677e-09  5.991e-06  1.535e-03  9.945e-01  3.985e-03  3.845e-07 
 5.64   0.00     2.067e-03 -4.000  1.206e+00 0.618 3.414e+08 -1.921e-22  0.000e+00  4.350e-09  6.761e-06  1.625e-03  9.952e-01  3.182e-03  2.364e-07 
 5.63   0.00     2.067e-03 -4.000  1.206e+00 0.618 3.313e+08 -1.934e-22  0.000e+00  5.160e-09  7.652e-06  1.724e-03  9.959e-01  2.404e-03  1.272e-07 
